record_type,record_id,label_ko,alias_or_term,concept_ids,concept_labels,grade_domain_unit,relationship_status,recommended_action,confidence,source_ref_count,notes
concept_alias,m1_coord_ordered_pair,순서쌍,"ordered pair; (x, y)",m1_coord_ordered_pair,순서쌍,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 좌표평면과 그래프,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_mis_order_swap,순서쌍의 순서 혼동,"x좌표와 y좌표 바꾸기; (x, y) 순서 오류",m1_mis_order_swap,순서쌍의 순서 혼동,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 좌표평면과 그래프,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_repetend,순환마디,repetend; repeating block,m1_num_repetend,순환마디,중2(교육과정 학년군: 중1-3) > 수와 연산 > 유리수와 순환소수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_repeating_decimal_dot_notation,순환마디 위 점 표기,dot notation over repetend,m1_num_repeating_decimal_dot_notation,순환마디 위 점 표기,중2(교육과정 학년군: 중1-3) > 수와 연산 > 유리수와 순환소수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_mis_repeating_decimal_shift_digits,순환마디 자리수를 맞추지 않고 식을 빼는 오류,순환소수 분수 변환 자리수 오류,m1_mis_repeating_decimal_shift_digits,순환마디 자리수를 맞추지 않고 식을 빼는 오류,중2(교육과정 학년군: 중1-3) > 수와 연산 > 유리수와 순환소수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_mis_repetend_dot_notation_scope,순환마디 점 표시 범위를 잘못 잡는 오류,순환마디 점 표시 오류,m1_mis_repetend_dot_notation_scope,순환마디 점 표시 범위를 잘못 잡는 오류,중2(교육과정 학년군: 중1-3) > 수와 연산 > 유리수와 순환소수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_repetend_identification,순환마디 찾기,identify repetend,m1_num_repetend_identification,순환마디 찾기,중2(교육과정 학년군: 중1-3) > 수와 연산 > 유리수와 순환소수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_repeating_decimal,순환소수,repeating decimal,m1_num_repeating_decimal,순환소수,중2(교육과정 학년군: 중1-3) > 수와 연산 > 유리수와 순환소수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_repeating_decimal_notation,순환소수 표현,순환마디 위 점 표기; dot notation for repeating decimal,m1_num_repeating_decimal_notation,순환소수 표현,중2(교육과정 학년군: 중1-3) > 수와 연산 > 유리수와 순환소수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_repeating_decimal_denominator_condition,순환소수가 되는 분모 조건,repeating decimal denominator condition,m1_num_repeating_decimal_denominator_condition,순환소수가 되는 분모 조건,중2(교육과정 학년군: 중1-3) > 수와 연산 > 유리수와 순환소수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_repeating_decimal_to_fraction,순환소수를 분수로 나타내기,순환소수의 분수 변환,m1_num_repeating_decimal_to_fraction,순환소수를 분수로 나타내기,중2(교육과정 학년군: 중1-3) > 수와 연산 > 유리수와 순환소수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_repr_expression,식,수식; 관계식; 문자식,m1_repr_expression,식,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 좌표평면과 그래프,alias_on_concept,preserve_alias_and_check_textbook_wording,high,5,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_mis_expression_equation,식과 방정식 혼동,등식과 식 혼동; 방정식 의미 혼동,m1_mis_expression_equation,식과 방정식 혼동,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_calc_simplify_expression,식을 간단히 하기,식 간단히 하기; 문자식 정리,m1_calc_simplify_expression,식을 간단히 하기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 식의 계산,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_repeating_decimal_equation_conversion,식을 세워 순환소수를 분수로 나타내기,순환소수 분수 변환식,m1_num_repeating_decimal_equation_conversion,식을 세워 순환소수를 분수로 나타내기,중2(교육과정 학년군: 중1-3) > 수와 연산 > 유리수와 순환소수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_expr_value,식의 값,값; expression value,m1_expr_value,식의 값,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 문자의 사용과 식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_expr_evaluate_expression_value,식의 값 구하기,식의 값 계산하기,m1_expr_evaluate_expression_value,식의 값 구하기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 문자의 사용과 식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_calc_unit,식의 계산,다항식의 계산; 문자식의 계산,m1_calc_unit,식의 계산,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 식의 계산,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_real_number,실수,real number,m1_num_real_number,실수,중3(교육과정 학년군: 중1-3) > 수와 연산 > 제곱근과 실수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,6,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_real_order,실수의 대소 관계,real number comparison,m1_num_real_order,실수의 대소 관계,중3(교육과정 학년군: 중1-3) > 수와 연산 > 제곱근과 실수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_real_number_system,실수의 수 체계,real number system; 실수 체계,m1_num_real_number_system,실수의 수 체계,중3(교육과정 학년군: 중1-3) > 수와 연산 > 제곱근과 실수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_prime_factorization_guided_procedure,안내된 절차에 따라 소인수분해하기,절차에 따른 소인수분해,m1_num_prime_factorization_guided_procedure,안내된 절차에 따라 소인수분해하기,중1(교육과정 학년군: 중1-3) > 수와 연산 > 소인수분해,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_divisor,약수,divisor; 나누어떨어지게 하는 수,m1_num_divisor,약수,중1(교육과정 학년군: 중1-3) > 수와 연산 > 소인수분해,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_eq_both_sides,양변,both sides,m1_eq_both_sides,양변,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,1,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_eq_equal_multiply_divide_property,양변에 같은 수를 곱하거나 나누기,등식의 곱셈 성질; 등식의 나눗셈 성질,m1_eq_equal_multiply_divide_property,양변에 같은 수를 곱하거나 나누기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_eq_equal_add_subtract_property,양변에 같은 수를 더하거나 빼기,등식의 덧셈 성질; 등식의 뺄셈 성질,m1_eq_equal_add_subtract_property,양변에 같은 수를 더하거나 빼기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_positive_number,양수,positive number,m1_num_positive_number,양수,중1(교육과정 학년군: 중1-3) > 수와 연산 > 정수와 유리수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_plus_sign,양의 부호,+; positive sign,m1_num_plus_sign,양의 부호,중1(교육과정 학년군: 중1-3) > 수와 연산 > 정수와 유리수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,1,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_data_positive_correlation,양의 상관관계,positive correlation,m1_data_positive_correlation,양의 상관관계,중3(교육과정 학년군: 중1-3) > 자료와 가능성 > 상자그림과 산점도,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_positive_rational,양의 유리수,positive rational number,m1_num_positive_rational,양의 유리수,중1(교육과정 학년군: 중1-3) > 수와 연산 > 정수와 유리수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_positive_integer,양의 정수,positive integer,m1_num_positive_integer,양의 정수,중1(교육과정 학년군: 중1-3) > 수와 연산 > 정수와 유리수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_alternate_interior_angles,엇각,alternate interior angles,m1_geo_alternate_interior_angles,엇각,중1(교육과정 학년군: 중1-3) > 도형과 측정 > 기본 도형,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_quadrilateral_relationship,여러 가지 사각형 사이의 관계,사각형 포함 관계,m1_geo_quadrilateral_relationship,여러 가지 사각형 사이의 관계,중2(교육과정 학년군: 중1-3) > 도형과 측정 > 삼각형과 사각형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_three_parallel_lines_segment_ratio,여러 평행선이 두 직선에서 만드는 선분의 비,세 평행선의 선분비,m1_geo_three_parallel_lines_segment_ratio,여러 평행선이 두 직선에서 만드는 선분의 비,중2(교육과정 학년군: 중1-3) > 도형과 측정 > 도형의 닮음,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_reciprocal,역수,reciprocal,m1_num_reciprocal,역수,중1(교육과정 학년군: 중1-3) > 수와 연산 > 정수와 유리수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_system_simultaneous_equations,연립방정식,simultaneous equations,m1_system_simultaneous_equations,연립방정식,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 연립일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_mis_system_one_equation_only,연립방정식의 해를 한 방정식만 만족해도 된다고 보는 오류,공통 해 조건 누락; 연립 조건 혼동,m1_mis_system_one_equation_only,연립방정식의 해를 한 방정식만 만족해도 된다고 보는 오류,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 연립일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_system_simultaneous_linear_equations,연립일차방정식,미지수가 2개인 연립일차방정식,m1_system_simultaneous_linear_equations,연립일차방정식,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 연립일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_system_unit,연립일차방정식,연립방정식,m1_system_unit,연립일차방정식,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 연립일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_system_modeling,연립일차방정식 세우기,문제의 뜻에 맞는 연립일차방정식 세우기; 연립방정식 활용,m1_system_modeling,연립일차방정식 세우기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 연립일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_system_solving,연립일차방정식 풀기,연립방정식 풀기,m1_system_solving,연립일차방정식 풀기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 연립일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_system_process_explanation,연립일차방정식 풀이 과정 설명하기,연립방정식 풀이 과정 설명; 풀이 과정 설명,m1_system_process_explanation,연립일차방정식 풀이 과정 설명하기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 연립일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_system_solution_check,연립일차방정식 해의 확인,연립방정식 해 확인; 연립일차방정식 검산,m1_system_solution_check,연립일차방정식 해의 확인,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 연립일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_system_problem_solving,연립일차방정식 활용 문제 해결,연립일차방정식 활용; 연립방정식 활용 문제,m1_system_problem_solving,연립일차방정식 활용 문제 해결,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 연립일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_system_solution,연립일차방정식의 해,연립방정식의 해,m1_system_solution,연립일차방정식의 해,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 연립일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_operation_laws,연산 법칙,계산 법칙,m1_num_operation_laws,연산 법칙,중1(교육과정 학년군: 중1-3) > 수와 연산 > 정수와 유리수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_factor_perfect_square_expression,완전제곱식,perfect square expression,m1_factor_perfect_square_expression,완전제곱식,중3(교육과정 학년군: 중1-3) > 변화와 관계 > 다항식의 곱셈과 인수분해,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_mis_perfect_square_sign,완전제곱식의 가운데 항 부호를 혼동하는 오류,완전제곱식 부호 오류,m1_mis_perfect_square_sign,완전제곱식의 가운데 항 부호를 혼동하는 오류,중3(교육과정 학년군: 중1-3) > 변화와 관계 > 다항식의 곱셈과 인수분해,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_factor_perfect_square_middle_term_check,완전제곱식의 가운데 항 확인하기,완전제곱식 중항 확인; 가운데 항 부호와 계수 확인,m1_factor_perfect_square_middle_term_check,완전제곱식의 가운데 항 확인하기,중3(교육과정 학년군: 중1-3) > 변화와 관계 > 다항식의 곱셈과 인수분해,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_exterior_angle,외각,exterior angle,m1_geo_exterior_angle,외각,중1(교육과정 학년군: 중1-3) > 도형과 측정 > 평면도형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_circumcenter,외심,circumcenter,m1_geo_circumcenter,외심,중2(교육과정 학년군: 중1-3) > 도형과 측정 > 삼각형과 사각형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_construct_circumcenter,외심 찾기,외심 구하기,m1_geo_construct_circumcenter,외심 찾기,중2(교육과정 학년군: 중1-3) > 도형과 측정 > 삼각형과 사각형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_mis_circumcenter_incenter,외심과 내심을 혼동하는 오류,외심-내심 혼동,m1_mis_circumcenter_incenter,외심과 내심을 혼동하는 오류,중2(교육과정 학년군: 중1-3) > 도형과 측정 > 삼각형과 사각형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_circumcenter_perpendicular_bisectors,외심과 세 변의 수직이등분선,외심은 수직이등분선의 교점,m1_geo_circumcenter_perpendicular_bisectors,외심과 세 변의 수직이등분선,중2(교육과정 학년군: 중1-3) > 도형과 측정 > 삼각형과 사각형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_circumcenter_equal_vertex_distance,외심에서 세 꼭짓점까지의 거리,외심에서 꼭짓점까지의 거리,m1_geo_circumcenter_equal_vertex_distance,외심에서 세 꼭짓점까지의 거리,중2(교육과정 학년군: 중1-3) > 도형과 측정 > 삼각형과 사각형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_circumcircle,외접원,외접; circumcircle,m1_geo_circumcircle,외접원,중2(교육과정 학년군: 중1-3) > 도형과 측정 > 삼각형과 사각형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_circumradius,외접원의 반지름,외접원 반지름,m1_geo_circumradius,외접원의 반지름,중2(교육과정 학년군: 중1-3) > 도형과 측정 > 삼각형과 사각형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_eq_right_side,우변,right-hand side,m1_eq_right_side,우변,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,1,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_circle,원,circle,m1_geo_circle,원,중3(교육과정 학년군: 중1-3) > 도형과 측정 > 원의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,5,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_chord_midpoint_center_perpendicular,원 중심과 현의 중점을 이은 직선은 현에 수직,현의 중점과 중심을 이은 직선,m1_geo_chord_midpoint_center_perpendicular,원 중심과 현의 중점을 이은 직선은 현에 수직,중3(교육과정 학년군: 중1-3) > 도형과 측정 > 원의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_chord_center_distance,원 중심에서 현까지의 거리,현까지의 거리; 중심에서 현까지의 거리,m1_geo_chord_center_distance,원 중심에서 현까지의 거리,중3(교육과정 학년군: 중1-3) > 도형과 측정 > 원의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_mis_circle_proportion_scope,원과 비례에 관한 성질을 범위에 포함하는 오류,원과 비례 범위 혼동,m1_mis_circle_proportion_scope,원과 비례에 관한 성질을 범위에 포함하는 오류,중3(교육과정 학년군: 중1-3) > 도형과 측정 > 원의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,1,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_frustum_cone,원뿔대,frustum of cone,m1_geo_frustum_cone,원뿔대,중1(교육과정 학년군: 중1-3) > 도형과 측정 > 입체도형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_circle_radius,원의 반지름,반지름; radius,m1_geo_circle_radius,원의 반지름,중3(교육과정 학년군: 중1-3) > 도형과 측정 > 원의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_circle_unit,원의 성질,"현, 접선, 원주각",m1_geo_circle_unit,원의 성질,중3(교육과정 학년군: 중1-3) > 도형과 측정 > 원의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_circle_justification,원의 성질 정당화,원 성질 증명,m1_geo_circle_justification,원의 성질 정당화,중3(교육과정 학년군: 중1-3) > 도형과 측정 > 원의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_circle_property_evidence_selection,원의 성질 정당화에서 근거 선택하기,원 성질 근거 선택,m1_geo_circle_property_evidence_selection,원의 성질 정당화에서 근거 선택하기,중3(교육과정 학년군: 중1-3) > 도형과 측정 > 원의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_tangent_property,원의 접선에 관한 성질,접선의 성질,m1_geo_tangent_property,원의 접선에 관한 성질,중3(교육과정 학년군: 중1-3) > 도형과 측정 > 원의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_circle_auxiliary_radius_center,원의 중심과 반지름 보조선 활용,원 보조선; 반지름 보조선,m1_geo_circle_auxiliary_radius_center,원의 중심과 반지름 보조선 활용,중3(교육과정 학년군: 중1-3) > 도형과 측정 > 원의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_chord_center_perpendicular_bisects,원의 중심에서 현에 내린 수선은 현을 이등분,중심에서 현에 내린 수선; 현을 이등분하는 수선,m1_geo_chord_center_perpendicular_bisects,원의 중심에서 현에 내린 수선은 현을 이등분,중3(교육과정 학년군: 중1-3) > 도형과 측정 > 원의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_circle_chord_property,원의 현에 관한 성질,현의 성질,m1_geo_circle_chord_property,원의 현에 관한 성질,중3(교육과정 학년군: 중1-3) > 도형과 측정 > 원의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_coord_origin,원점,"origin; (0, 0)",m1_coord_origin,원점,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 좌표평면과 그래프,alias_on_concept,preserve_alias_and_check_textbook_wording,high,1,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_inscribed_angle,원주각,inscribed angle,m1_geo_inscribed_angle,원주각,중3(교육과정 학년군: 중1-3) > 도형과 측정 > 원의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_mis_inscribed_central_angle_equal,원주각과 중심각을 같은 크기로 보는 오류,원주각-중심각 혼동,m1_mis_inscribed_central_angle_equal,원주각과 중심각을 같은 크기로 보는 오류,중3(교육과정 학년군: 중1-3) > 도형과 측정 > 원의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_inscribed_angle_property,원주각의 성질,원주각 성질,m1_geo_inscribed_angle_property,원주각의 성질,중3(교육과정 학년군: 중1-3) > 도형과 측정 > 원의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_inscribed_angle_subtended_arc,원주각이 보는 호,원주각에 대한 호; 원주각의 호,m1_geo_inscribed_angle_subtended_arc,원주각이 보는 호,중3(교육과정 학년군: 중1-3) > 도형과 측정 > 원의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
