legacy_record_type,legacy_id,legacy_label_ko,legacy_grade,legacy_domain,legacy_unit,coverage_status,matched_concept_ids,matched_concept_labels,candidate_action,confidence,source_note,notes
curriculum_node,curr-1-4-소인수분해,소인수분해,중1-3,수와 연산,소인수분해,covered_by_label,m1_num_prime_factor_unit; m1_num_prime_factorization,소인수분해; 소인수분해,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-1-4-유리수와-순환소수,유리수와 순환소수,중1-3,수와 연산,유리수와 순환소수,covered_by_label,m1_num_repeating_decimal_unit,유리수와 순환소수,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-1-4-정수와-유리수,정수와 유리수,중1-3,수와 연산,정수와 유리수,covered_by_label,m1_num_integer_rational_unit,정수와 유리수,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-1-4-제곱근과-실수,제곱근과 실수,중1-3,수와 연산,제곱근과 실수,covered_by_label,m1_num_square_root_real_unit,제곱근과 실수,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-2-4-다항식의-곱셈과-인수분해,다항식의 곱셈과 인수분해,중1-3,변화와 관계,다항식의 곱셈과 인수분해,covered_by_label,m1_factor_unit,다항식의 곱셈과 인수분해,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-2-4-문자의-사용과-식,문자의 사용과 식,중1-3,변화와 관계,문자의 사용과 식,covered_by_label,m1_expr_unit,문자의 사용과 식,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-2-4-식의-계산,식의 계산,중1-3,변화와 관계,식의 계산,covered_by_label,m1_calc_unit,식의 계산,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-2-4-연립일차방정식,연립일차방정식,중1-3,변화와 관계,연립일차방정식,covered_by_label,m1_system_simultaneous_linear_equations; m1_system_unit,연립일차방정식; 연립일차방정식,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-2-4-이차방정식,이차방정식,중1-3,변화와 관계,이차방정식,covered_by_label,m1_quad_eq_quadratic_equation; m1_quad_eq_unit,이차방정식; 이차방정식,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-2-4-이차함수와-그-그래프,이차함수와 그 그래프,중1-3,변화와 관계,이차함수와 그 그래프,covered_by_label,m1_quad_func_unit,이차함수와 그 그래프,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-2-4-일차방정식,일차방정식,중1-3,변화와 관계,일차방정식,covered_by_label,m1_eq_linear_equation; m1_eq_unit,일차방정식; 일차방정식,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-2-4-일차부등식,일차부등식,중1-3,변화와 관계,일차부등식,covered_by_label,m1_ineq_linear_inequality; m1_ineq_unit,일차부등식; 일차부등식,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-2-4-일차함수와-그-그래프,일차함수와 그 그래프,중1-3,변화와 관계,일차함수와 그 그래프,covered_by_label,m1_func_unit,일차함수와 그 그래프,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-2-4-일차함수와-일차방정식의-관계,일차함수와 일차방정식의 관계,중1-3,변화와 관계,일차함수와 일차방정식의 관계,covered_by_label,m1_func_eq_relation_unit,일차함수와 일차방정식의 관계,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-2-4-좌표평면과-그래프,좌표평면과 그래프,중1-3,변화와 관계,좌표평면과 그래프,covered_by_label,m1_coord_graph_unit,좌표평면과 그래프,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-3-4-기본-도형,기본 도형,중1-3,도형과 측정,기본 도형,covered_by_label,m1_geo_basic_unit,기본 도형,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-3-4-도형의-닮음,도형의 닮음,중1-3,도형과 측정,도형의 닮음,covered_by_label,m1_geo_similarity_unit,도형의 닮음,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-3-4-삼각비,삼각비,중1-3,도형과 측정,삼각비,covered_by_label,m1_geo_trig_unit; m1_geo_trigonometric_ratio,삼각비; 삼각비,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-3-4-삼각형과-사각형의-성질,삼각형과 사각형의 성질,중1-3,도형과 측정,삼각형과 사각형의 성질,covered_by_label,m1_geo_triangle_quadrilateral_unit,삼각형과 사각형의 성질,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-3-4-원의-성질,원의 성질,중1-3,도형과 측정,원의 성질,covered_by_label,m1_geo_circle_unit,원의 성질,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-3-4-입체도형의-성질,입체도형의 성질,중1-3,도형과 측정,입체도형의 성질,covered_by_label,m1_geo_solid_unit,입체도형의 성질,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-3-4-작도와-합동,작도와 합동,중1-3,도형과 측정,작도와 합동,covered_by_label,m1_geo_construction_congruence_unit,작도와 합동,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-3-4-평면도형의-성질,평면도형의 성질,중1-3,도형과 측정,평면도형의 성질,covered_by_label,m1_geo_plane_properties_unit,평면도형의 성질,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-3-4-피타고라스-정리,피타고라스 정리,중1-3,도형과 측정,피타고라스 정리,covered_by_label,m1_geo_pythagorean_theorem; m1_geo_pythagorean_unit,피타고라스 정리; 피타고라스 정리,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-4-4-경우의-수와-확률,경우의 수와 확률,중1-3,자료와 가능성,경우의 수와 확률,covered_by_label,m1_data_probability_unit,경우의 수와 확률,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-4-4-대푯값,대푯값,중1-3,자료와 가능성,대푯값,covered_by_label,m1_data_representative_unit; m1_data_representative_value,대푯값; 대푯값,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-4-4-도수분포표와-상대도수,도수분포표와 상대도수,중1-3,자료와 가능성,도수분포표와 상대도수,covered_by_label,m1_data_frequency_unit,도수분포표와 상대도수,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-4-4-산포도,산포도,중1-3,자료와 가능성,산포도,covered_by_label,m1_data_variability; m1_data_variability_unit,산포도; 산포도,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
curriculum_node,curr-4-4-상자그림과-산점도,상자그림과 산점도,중1-3,자료와 가능성,상자그림과 산점도,covered_by_label,m1_data_box_scatter_unit,상자그림과 산점도,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; pageRange: 13-16; basis: 2022 개정 수학과 교육과정 내용 체계",Matched by normalized label.
