concept_id,label_ko,grade,domain,unit,concept_type,confidence,source_ref_count,current_sources,match_count,matched_terms,matched_pages,first_matched_page,candidate_status,recommended_action,notes
m1_geo_inscribed_angle_property,원주각의 성질,중3(교육과정 학년군: 중1-3),도형과 측정,원의 성질,property,high,2,achievement_math_2022; curriculum_math_2022,14,원주각의 성질,226; 235; 236; 237; 238,226,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_polyhedron,다면체,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,core_concept,high,3,achievement_math_2022; curriculum_math_2022,14,다면체,79; 222; 235; 236; 237; 238; 261,79,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_opposite_angle,대각,중1(교육과정 학년군: 중1-3),도형과 측정,작도와 합동,term,high,3,achievement_math_2022; curriculum_math_2022,14,대각,78; 213; 222; 231; 235; 236; 237; 238,78,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_calc_exponent_laws,지수법칙,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,property,high,3,achievement_math_2022; curriculum_math_2022,14,지수법칙,57; 58; 216; 232; 233; 234,57,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_func_unit,일차함수와 그 그래프,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,core_concept,high,3,curriculum_math_2022,14,일차함수와 그 그래프; 함수와 일차함수,54; 57; 58; 218; 232; 233; 234,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_four_operations,정수와 유리수의 사칙계산,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,procedure,high,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,14,정수와 유리수의 사칙계산,27; 45; 212; 230; 231,27,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_radical_expression,근호를 포함한 식,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,representation,high,2,achievement_math_2022; curriculum_math_2022,14,근호를 포함한 식,26; 213; 230; 231,26,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_basic_unit,기본 도형,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,core_concept,high,5,achievement_math_2022; curriculum_math_2022,13,"기본 도형; 점, 선, 면, 각",77; 78; 221; 235; 236; 237; 238,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_corresponding_angles,동위각,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,term,high,3,achievement_math_2022; curriculum_math_2022,13,동위각,221; 235; 236; 237; 238,221,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_similar_figures,닮은 도형,중2(교육과정 학년군: 중1-3),도형과 측정,도형의 닮음,core_concept,high,2,achievement_math_2022; curriculum_math_2022,13,닮은 도형,78; 80; 224; 235; 236; 237; 238,78,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_triangle_similarity_conditions,삼각형의 닮음 조건,중2(교육과정 학년군: 중1-3),도형과 측정,도형의 닮음,property,high,3,achievement_math_2022; curriculum_math_2022,13,삼각형의 닮음 조건,78; 80; 224; 235; 236; 237; 238,78,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_solid_unit,입체도형의 성질,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,core_concept,high,4,achievement_math_2022; curriculum_math_2022,13,다면체와 회전체; 입체도형의 성질,79; 222; 235; 236; 237; 238,79,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_solid_of_revolution,회전체,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,core_concept,high,3,achievement_math_2022; curriculum_math_2022,12,회전체,79; 222; 235; 236; 237; 238,79,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_construction,작도,중1(교육과정 학년군: 중1-3),도형과 측정,작도와 합동,procedure,high,3,achievement_math_2022; curriculum_math_2022,12,작도,77; 78; 221; 235; 236; 237; 238,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_calc_monomial_mul_div,단항식의 곱셈과 나눗셈,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,procedure,high,3,achievement_math_2022; curriculum_math_2022,12,거듭제곱으로 나타낸 단항식의 곱셈과 나눗셈; 단항식의 곱셈과 나눗셈,57; 58; 59; 216; 232; 233; 234,57,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_graph_situation_graphing,상황을 그래프로 나타내기,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,procedure,high,2,achievement_math_2022; curriculum_math_2022,12,그래프 그리기; 그래프로 나타내기,54; 62; 90; 184; 190; 192; 208; 210; 253; 258,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_distribution,자료의 분포,중1(교육과정 학년군: 중1-3),자료와 가능성,도수분포표와 상대도수,core_concept,high,5,achievement_math_2022; curriculum_math_2022,12,자료의 분포,77; 227; 229; 240; 241,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_histogram,히스토그램,중1(교육과정 학년군: 중1-3),자료와 가능성,도수분포표와 상대도수,representation,high,3,achievement_math_2022; curriculum_math_2022,12,히스토그램,79; 227; 239; 240; 241,79,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_distance_between_two_points,두 점 사이의 거리,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,term,high,3,achievement_math_2022; curriculum_math_2022,11,두 점 사이의 거리,225; 236; 237; 238; 247,225,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_triangle_congruence_conditions,삼각형의 합동 조건,중1(교육과정 학년군: 중1-3),도형과 측정,작도와 합동,property,high,3,achievement_math_2022; curriculum_math_2022,11,삼각형의 합동 조건,78; 221; 235; 236; 237; 238,78,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_polygon_angle_sum,다각형의 내각과 외각의 크기,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,property,high,3,achievement_math_2022; curriculum_math_2022,11,다각형의 내각과 외각의 크기,78; 222; 235; 236; 237; 238,78,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_exterior_angle,외각,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,term,high,3,achievement_math_2022; curriculum_math_2022,11,외각,78; 222; 235; 236; 237; 238,78,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_central_angle,중심각,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,term,high,3,achievement_math_2022; curriculum_math_2022,11,중심각,78; 222; 235; 236; 237; 238,78,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_system_solution,연립일차방정식의 해,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,term,high,2,achievement_math_2022; curriculum_math_2022,11,연립일차방정식의 해,57; 58; 219; 232; 233; 234,57,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_stem_leaf_plot,줄기와 잎 그림,중1(교육과정 학년군: 중1-3),자료와 가능성,도수분포표와 상대도수,representation,high,3,achievement_math_2022; curriculum_math_2022,11,줄기와 잎 그림,79; 227; 239; 240; 241,79,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_frustum_cone,원뿔대,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,term,high,3,achievement_math_2022; curriculum_math_2022,10,원뿔대,263; 264; 265,263,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_calc_monomial_polynomial_mul_div,단항식과 다항식의 곱셈과 나눗셈,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,procedure,high,3,achievement_math_2022; curriculum_math_2022,10,(다항식)÷(단항식); (단항식)×(다항식),58; 216; 233; 234,58,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_order_relation,정수와 유리수의 대소 관계,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,property,high,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,10,수의 크기 비교; 정수와 유리수의 대소 관계,184; 202; 212; 230; 231,184,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_real_order,실수의 대소 관계,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,property,high,2,achievement_math_2022; curriculum_math_2022,10,실수의 대소 관계,26; 213; 230; 231; 232,26,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_frequency_polygon,도수분포다각형,중1(교육과정 학년군: 중1-3),자료와 가능성,도수분포표와 상대도수,representation,high,3,achievement_math_2022; curriculum_math_2022,10,도수분포다각형,79; 227; 239; 240; 241,79,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_relative_frequency_distribution,상대도수의 분포,중1(교육과정 학년군: 중1-3),자료와 가능성,도수분포표와 상대도수,representation,high,3,achievement_math_2022; curriculum_math_2022,10,상대도수의 분포,79; 227; 228; 239; 240; 241,79,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_radical_operations,근호를 포함한 식의 사칙계산,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,procedure,high,2,achievement_math_2022; curriculum_math_2022,9,근호를 포함한 식의 사칙계산,213; 230; 231,213,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_compare_square_roots,제곱근의 대소 관계,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,procedure,high,2,achievement_math_2022; curriculum_math_2022,9,제곱근의 대소 관계,213; 230; 231; 232,213,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_quad_func_vertex,꼭짓점,중3(교육과정 학년군: 중1-3),변화와 관계,이차함수와 그 그래프,term,high,3,achievement_math_2022; curriculum_math_2022,8,꼭짓점,112; 156; 173; 174; 272,112,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_coord_graph_unit,좌표평면과 그래프,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,core_concept,high,3,curriculum_math_2022,8,좌표평면; 좌표평면과 그래프,54; 215,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_finite_decimal,유한소수,중2(교육과정 학년군: 중1-3),수와 연산,유리수와 순환소수,term,high,3,achievement_math_2022; curriculum_math_2022,8,유한소수,212; 230; 231,212,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_expr_coefficient,계수,중1(교육과정 학년군: 중1-3),변화와 관계,문자의 사용과 식,term,high,1,curriculum_math_2022,7,계수,58; 59; 92; 220; 234; 235,58,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_expr_usefulness,문자를 사용한 식의 유용성,중1(교육과정 학년군: 중1-3),변화와 관계,문자의 사용과 식,property,high,3,achievement_math_2022; curriculum_math_2022,7,문자를 사용한 식의 유용성; 문자의 유용성,45; 54; 55; 56; 214,45,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_system_two_variable_linear_equation,미지수가 2개인 일차방정식,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,core_concept,high,2,achievement_math_2022; curriculum_math_2022,7,미지수가 2개인 일차방정식,54; 59; 219; 235,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_repeating_decimal_unit,유리수와 순환소수,중2(교육과정 학년군: 중1-3),수와 연산,유리수와 순환소수,core_concept,high,3,achievement_math_2022; curriculum_math_2022,7,유리수와 순환소수,26; 212; 230,26,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_frequency_unit,도수분포표와 상대도수,중1(교육과정 학년군: 중1-3),자료와 가능성,도수분포표와 상대도수,core_concept,high,4,achievement_math_2022; curriculum_math_2022,7,도수분포표와 상대도수,79; 227; 239; 240; 241,79,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_box_scatter_unit,상자그림과 산점도,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,core_concept,high,4,achievement_math_2022; curriculum_math_2022,7,"상자그림, 산점도; 상자그림과 산점도",79; 229; 239; 240; 241,79,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_variable,변량,중1(교육과정 학년군: 중1-3),자료와 가능성,자료와 가능성,term,high,2,achievement_math_2022; curriculum_math_2022,7,변량,79; 229; 239; 240,79,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_parallel_angle_properties,평행선에서 동위각과 엇각의 성질,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,property,high,2,achievement_math_2022; curriculum_math_2022,6,평행선에서 동위각과 엇각의 성질,221; 235; 236; 237,221,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_func_parallel_translation,평행이동,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,procedure,high,2,achievement_math_2022; curriculum_math_2022,6,평행이동,87; 218; 252,87,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_coord_number_line,수직선,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,representation,high,2,achievement_math_2022; curriculum_math_2022,6,수직선,212; 215; 231,212,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_coord_coordinate_plane,좌표평면,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,representation,high,3,achievement_math_2022; curriculum_math_2022,6,좌표평면,54; 215,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_graph_increase_decrease,증가와 감소,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,property,high,1,curriculum_math_2022,6,감소; 증가,186; 188; 206; 207; 257,186,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_rational_repeating_relation,유리수와 순환소수의 관계,중2(교육과정 학년군: 중1-3),수와 연산,유리수와 순환소수,property,high,3,achievement_math_2022; curriculum_math_2022,6,유리수와 순환소수의 관계,26; 212; 230,26,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_number_line,수직선,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,representation,high,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,6,수직선,212; 215; 231,212,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_reciprocal,역수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,term,high,3,achievement_math_2022; curriculum_math_2022,6,역수,87; 121; 151; 162; 165; 202,87,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_probability_unit,경우의 수와 확률,중2(교육과정 학년군: 중1-3),자료와 가능성,경우의 수와 확률,core_concept,high,5,achievement_math_2022; curriculum_math_2022,6,경우의 수와 확률,228; 240; 241,228,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_midpoint,중점,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,term,high,3,achievement_math_2022; curriculum_math_2022,5,중점,63; 269; 270,63,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_circle_unit,원의 성질,중3(교육과정 학년군: 중1-3),도형과 측정,원의 성질,core_concept,high,4,achievement_math_2022; curriculum_math_2022,5,원의 성질,77; 131; 139; 159; 226,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_expr_unit,문자의 사용과 식,중1(교육과정 학년군: 중1-3),변화와 관계,문자의 사용과 식,core_concept,high,2,curriculum_math_2022,5,문자식; 문자와 식; 문자의 사용과 식,54; 56; 214; 272,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_func_slope_sign,기울기의 부호,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,property,high,1,achievement_math_2022,5,기울기의 부호,58; 59; 218; 234; 235,58,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_calculate_variance_sd,분산과 표준편차 구하기,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,procedure,high,3,achievement_math_2022; curriculum_math_2022,5,분산과 표준편차 구하기,79; 239; 240,79,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_func_function_judgement,함수인지 판단하기,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,procedure,high,2,achievement_math_2022; curriculum_math_2022,4,함수인지 판단하기,62; 242; 243; 245,62,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_term_variable,변수,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,term,high,5,achievement_math_2022; curriculum_math_2022,4,변수,244; 272,244,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_quartile,사분위수,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,term,high,3,achievement_math_2022; curriculum_math_2022,4,사분위수,229,229,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_calc_power,거듭제곱,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,term,high,3,achievement_math_2022; curriculum_math_2022,3,거듭제곱,216,216,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_graph_change_state,변화 상태,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,sub_concept,high,2,achievement_math_2022; curriculum_math_2022,3,변화 상태,57; 215; 232,57,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_coord_point_location,점의 위치,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,sub_concept,high,2,achievement_math_2022; curriculum_math_2022,3,좌표평면 위의 점,215,215,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_negative_need,음수의 필요성,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,property,high,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,3,음수의 필요성,211,211,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_data_collection,자료 수집,중1(교육과정 학년군: 중1-3),자료와 가능성,도수분포표와 상대도수,procedure,high,3,achievement_math_2022; curriculum_math_2022,3,자료 수집,61; 77; 190,61,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_median,중선,중2(교육과정 학년군: 중1-3),도형과 측정,삼각형과 사각형의 성질,term,high,3,achievement_math_2022; curriculum_math_2022,2,중선,272,272,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_construction_congruence_unit,작도와 합동,중1(교육과정 학년군: 중1-3),도형과 측정,작도와 합동,core_concept,high,4,achievement_math_2022; curriculum_math_2022,2,작도와 합동,77; 221,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_plane_properties_unit,평면도형의 성질,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,core_concept,high,4,achievement_math_2022; curriculum_math_2022,2,평면도형의 성질,77; 222,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_calc_unit,식의 계산,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,core_concept,high,3,curriculum_math_2022,2,식의 계산,54; 216,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_quad_func_unit,이차함수와 그 그래프,중3(교육과정 학년군: 중1-3),변화와 관계,이차함수와 그 그래프,core_concept,high,6,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,2,이차함수와 그 그래프,54; 220,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_quad_func_graph,이차함수의 그래프,중3(교육과정 학년군: 중1-3),변화와 관계,이차함수와 그 그래프,representation,high,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,2,이차함수의 그래프,54; 220,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_eq_identity,항등식,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,term,high,2,achievement_math_2022; curriculum_math_2022,2,항등식,55; 214,55,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_func_eq_relation_unit,일차함수와 일차방정식의 관계,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 일차방정식의 관계,core_concept,high,2,curriculum_math_2022,2,일차함수와 일차방정식의 관계,54; 219,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_graph_graph_interpretation,그래프 해석,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,procedure,high,3,achievement_math_2022; curriculum_math_2022,2,그래프 해석; 주어진 그래프 해석,54,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_intersection_line,교선,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,term,high,3,achievement_math_2022; curriculum_math_2022,1,교선,22,22,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_triangle_quadrilateral_unit,삼각형과 사각형의 성질,중2(교육과정 학년군: 중1-3),도형과 측정,삼각형과 사각형의 성질,core_concept,high,5,achievement_math_2022; curriculum_math_2022,1,삼각형과 사각형의 성질,223,223,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_regular_polyhedron,정다면체,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,term,high,3,achievement_math_2022; curriculum_math_2022,1,정다면체,261,261,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_triangle_construction,삼각형의 작도,중1(교육과정 학년군: 중1-3),도형과 측정,작도와 합동,procedure,high,2,achievement_math_2022; curriculum_math_2022,1,삼각형의 작도,77,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_expr_degree,차수,중1(교육과정 학년군: 중1-3),변화와 관계,문자의 사용과 식,term,high,1,curriculum_math_2022,1,차수,55,55,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_expr_term,항,중1(교육과정 학년군: 중1-3),변화와 관계,문자의 사용과 식,term,high,1,curriculum_math_2022,1,term,261,261,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_calc_simplify_expression,식을 간단히 하기,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,procedure,high,2,achievement_math_2022; curriculum_math_2022,1,식을 간단히 하기,54,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_eq_solution_check,해의 확인,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,procedure,high,3,achievement_math_2022; curriculum_math_2022,1,해가 문제 상황에 적합한지 확인,45,45,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_ineq_solution,부등식의 해,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,term,high,2,achievement_math_2022; curriculum_math_2022,1,부등식의 해,217,217,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_ineq_solving_linear_inequality,일차부등식 풀기,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,procedure,high,3,achievement_math_2022; curriculum_math_2022,1,부등식 풀기,54,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_repr_everyday_language,일상 언어,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,representation,high,2,curriculum_math_2022,1,일상 언어,45,45,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_square_root_real_unit,제곱근과 실수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,core_concept,high,9,achievement_math_2022; curriculum_math_2022,1,제곱근과 실수,213,213,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
