edge_id,source_id,source_label_ko,source_grade,source_domain,source_unit,target_id,target_label_ko,target_grade,target_domain,target_unit,relationship_type,edge_scope,confidence,source_ref_count,source_count,evidence_kind_count,sources,evidence_kinds,has_curriculum_evidence,has_achievement_evidence,has_textbook_evidence,evidence_depth,needs_textbook_evidence,notes
m1_data_probability_unit__contains__m1_mis_probability_no_equal_likely,m1_data_probability_unit,경우의 수와 확률,중2(교육과정 학년군: 중1-3),자료와 가능성,경우의 수와 확률,m1_mis_probability_no_equal_likely,동등 가능성 가정 없이 경우의 수 비율을 적용하는 오류,중2(교육과정 학년군: 중1-3),자료와 가능성,경우의 수와 확률,contains,same_unit,low,1,1,1,curriculum_math_2022,teaching_note,yes,no,no,official_single_source,yes,
m1_data_probability_unit__contains__m1_mis_permutation_combination_scope,m1_data_probability_unit,경우의 수와 확률,중2(교육과정 학년군: 중1-3),자료와 가능성,경우의 수와 확률,m1_mis_permutation_combination_scope,복잡한 순열·조합 문항을 중학교 경우의 수 범위에 포함하는 범위 오판,중2(교육과정 학년군: 중1-3),자료와 가능성,경우의 수와 확률,contains,same_unit,low,1,1,1,curriculum_math_2022,teaching_note,yes,no,no,official_single_source,yes,
m1_data_variability_unit__contains__m1_data_variability,m1_data_variability_unit,산포도,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,m1_data_variability,산포도,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,contains,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_data_variability_unit__contains__m1_data_deviation,m1_data_variability_unit,산포도,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,m1_data_deviation,편차,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,contains,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_data_variability_unit__contains__m1_data_variance,m1_data_variability_unit,산포도,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,m1_data_variance,분산,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,contains,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_data_variability_unit__contains__m1_data_standard_deviation,m1_data_variability_unit,산포도,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,m1_data_standard_deviation,표준편차,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,contains,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_data_variability_unit__contains__m1_data_calculate_variance_sd,m1_data_variability_unit,산포도,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,m1_data_calculate_variance_sd,분산과 표준편차 구하기,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,contains,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_data_variability_unit__contains__m1_data_compare_distributions_variability,m1_data_variability_unit,산포도,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,m1_data_compare_distributions_variability,산포도로 두 집단의 분포 비교,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,contains,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_data_variability_unit__contains__m1_mis_variance_standard_deviation,m1_data_variability_unit,산포도,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,m1_mis_variance_standard_deviation,분산과 표준편차를 같은 값으로 보는 오류,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,contains,same_unit,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_data_box_scatter_unit__contains__m1_data_quartile,m1_data_box_scatter_unit,상자그림과 산점도,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_quartile,사분위수,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,contains,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_data_box_scatter_unit__contains__m1_data_box_plot,m1_data_box_scatter_unit,상자그림과 산점도,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_box_plot,상자그림,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,contains,same_unit,high,4,2,4,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note; term_list,yes,yes,no,official_dual_source,yes,
m1_data_box_scatter_unit__contains__m1_data_box_plot_compare,m1_data_box_scatter_unit,상자그림과 산점도,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_box_plot_compare,상자그림으로 두 집단의 분포 비교,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,contains,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_data_box_scatter_unit__contains__m1_data_scatter_plot,m1_data_box_scatter_unit,상자그림과 산점도,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_scatter_plot,산점도,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,contains,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_data_box_scatter_unit__contains__m1_data_correlation,m1_data_box_scatter_unit,상자그림과 산점도,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_correlation,상관관계,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,contains,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_data_box_scatter_unit__contains__m1_data_positive_correlation,m1_data_box_scatter_unit,상자그림과 산점도,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_positive_correlation,양의 상관관계,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,contains,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; teaching_note,yes,yes,no,official_dual_source,yes,
m1_data_box_scatter_unit__contains__m1_data_negative_correlation,m1_data_box_scatter_unit,상자그림과 산점도,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_negative_correlation,음의 상관관계,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,contains,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; teaching_note,yes,yes,no,official_dual_source,yes,
m1_data_box_scatter_unit__contains__m1_data_no_correlation,m1_data_box_scatter_unit,상자그림과 산점도,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_no_correlation,상관관계가 없는 경우,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,contains,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; teaching_note,yes,yes,no,official_dual_source,yes,
m1_data_box_scatter_unit__contains__m1_data_scatter_plot_interpretation,m1_data_box_scatter_unit,상자그림과 산점도,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_scatter_plot_interpretation,산점도로 상관관계 말하기,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,contains,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_data_box_scatter_unit__contains__m1_mis_correlation_causation,m1_data_box_scatter_unit,상자그림과 산점도,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_mis_correlation_causation,상관관계를 원인과 결과로 단정하는 오류,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,contains,same_unit,low,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_prime_number__prerequisite_for__m1_num_prime_factor,m1_num_prime_number,소수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_factor,소인수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_num_prime_factor__prerequisite_for__m1_num_prime_factorization,m1_num_prime_factor,소인수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_factorization,소인수분해,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_calc_power__prerequisite_for__m1_num_prime_factorization,m1_calc_power,거듭제곱,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,m1_num_prime_factorization,소인수분해,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,cross_domain_same_grade,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_num_prime_factorization__prerequisite_for__m1_num_prime_factor_product,m1_num_prime_factorization,소인수분해,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_factor_product,소인수의 곱으로 표현하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_calc_power__prerequisite_for__m1_num_prime_factor_product,m1_calc_power,거듭제곱,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,m1_num_prime_factor_product,소인수의 곱으로 표현하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,cross_domain_same_grade,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_prime_factorization__prerequisite_for__m1_num_prime_factorization_meaning_explanation,m1_num_prime_factorization,소인수분해,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_factorization_meaning_explanation,소인수분해의 뜻 설명하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_num_prime_factor__prerequisite_for__m1_num_prime_factorization_meaning_explanation,m1_num_prime_factor,소인수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_factorization_meaning_explanation,소인수분해의 뜻 설명하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_num_prime_composite_classification__prerequisite_for__m1_num_prime_factorization_guided_procedure,m1_num_prime_composite_classification,소수와 합성수 판별하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_factorization_guided_procedure,안내된 절차에 따라 소인수분해하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_prime_factor__prerequisite_for__m1_num_prime_factorization_guided_procedure,m1_num_prime_factor,소인수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_factorization_guided_procedure,안내된 절차에 따라 소인수분해하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_prime_number__prerequisite_for__m1_num_prime_composite_classification,m1_num_prime_number,소수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_composite_classification,소수와 합성수 판별하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_num_composite_number__prerequisite_for__m1_num_prime_composite_classification,m1_num_composite_number,합성수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_composite_classification,소수와 합성수 판별하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_num_divisor__prerequisite_for__m1_num_prime_composite_classification,m1_num_divisor,약수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_composite_classification,소수와 합성수 판별하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_num_natural_number__prerequisite_for__m1_num_one_not_prime_or_composite,m1_num_natural_number,자연수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_one_not_prime_or_composite,1은 소수도 합성수도 아님,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_num_prime_factor__prerequisite_for__m1_num_prime_factorization_division_method,m1_num_prime_factor,소인수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_factorization_division_method,나눗셈을 이용한 소인수분해,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_prime_factorization__prerequisite_for__m1_num_prime_factorization_division_method,m1_num_prime_factorization,소인수분해,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_factorization_division_method,나눗셈을 이용한 소인수분해,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_prime_factor_product__prerequisite_for__m1_num_prime_factorization_exponent_notation,m1_num_prime_factor_product,소인수의 곱으로 표현하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_factorization_exponent_notation,소인수분해 결과를 거듭제곱으로 정리하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_calc_power__prerequisite_for__m1_num_prime_factorization_exponent_notation,m1_calc_power,거듭제곱,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,m1_num_prime_factorization_exponent_notation,소인수분해 결과를 거듭제곱으로 정리하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,cross_domain_same_grade,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_calc_base__prerequisite_for__m1_num_prime_factorization_exponent_notation,m1_calc_base,밑,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,m1_num_prime_factorization_exponent_notation,소인수분해 결과를 거듭제곱으로 정리하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,cross_domain_same_grade,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_calc_exponent__prerequisite_for__m1_num_prime_factorization_exponent_notation,m1_calc_exponent,지수,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,m1_num_prime_factorization_exponent_notation,소인수분해 결과를 거듭제곱으로 정리하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,cross_domain_same_grade,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_num_prime_factorization__prerequisite_for__m1_num_prime_factorization_uniqueness,m1_num_prime_factorization,소인수분해,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_factorization_uniqueness,소인수분해의 유일성,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_prime_factor_product__prerequisite_for__m1_num_prime_factorization_uniqueness,m1_num_prime_factor_product,소인수의 곱으로 표현하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_factorization_uniqueness,소인수분해의 유일성,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_divisor__prerequisite_for__m1_num_common_divisor,m1_num_divisor,약수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_common_divisor,공약수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_multiple__prerequisite_for__m1_num_common_multiple,m1_num_multiple,배수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_common_multiple,공배수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_prime_factorization__prerequisite_for__m1_num_common_prime_factor,m1_num_prime_factorization,소인수분해,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_common_prime_factor,공통 소인수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_prime_factor__prerequisite_for__m1_num_common_prime_factor,m1_num_prime_factor,소인수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_common_prime_factor,공통 소인수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_common_prime_factor__prerequisite_for__m1_num_select_common_prime_factors,m1_num_common_prime_factor,공통 소인수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_select_common_prime_factors,공통 소인수 선택하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_prime_factor_product__prerequisite_for__m1_num_select_common_prime_factors,m1_num_prime_factor_product,소인수의 곱으로 표현하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_select_common_prime_factors,공통 소인수 선택하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_prime_factor_product__prerequisite_for__m1_num_select_all_prime_factors,m1_num_prime_factor_product,소인수의 곱으로 표현하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_select_all_prime_factors,필요한 모든 소인수 선택하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_select_common_prime_factors__prerequisite_for__m1_num_gcd_prime_factor_product,m1_num_select_common_prime_factors,공통 소인수 선택하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_gcd_prime_factor_product,최대공약수를 공통 소인수의 곱으로 나타내기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_gcd__prerequisite_for__m1_num_gcd_prime_factor_product,m1_num_gcd,최대공약수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_gcd_prime_factor_product,최대공약수를 공통 소인수의 곱으로 나타내기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_select_all_prime_factors__prerequisite_for__m1_num_lcm_prime_factor_product,m1_num_select_all_prime_factors,필요한 모든 소인수 선택하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_lcm_prime_factor_product,최소공배수를 필요한 모든 소인수의 곱으로 나타내기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_lcm__prerequisite_for__m1_num_lcm_prime_factor_product,m1_num_lcm,최소공배수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_lcm_prime_factor_product,최소공배수를 필요한 모든 소인수의 곱으로 나타내기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_gcd_prime_factor_product__prerequisite_for__m1_num_gcd_lcm_principle_explanation,m1_num_gcd_prime_factor_product,최대공약수를 공통 소인수의 곱으로 나타내기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_gcd_lcm_principle_explanation,최대공약수와 최소공배수의 원리 설명하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_lcm_prime_factor_product__prerequisite_for__m1_num_gcd_lcm_principle_explanation,m1_num_lcm_prime_factor_product,최소공배수를 필요한 모든 소인수의 곱으로 나타내기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_gcd_lcm_principle_explanation,최대공약수와 최소공배수의 원리 설명하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_prime_factorization__prerequisite_for__m1_num_coprime_judgement_prime_factorization,m1_num_prime_factorization,소인수분해,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_coprime_judgement_prime_factorization,소인수분해로 서로소 판별하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,medium,4,2,4,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note; term_list,yes,yes,no,official_dual_source,yes,
m1_num_coprime__prerequisite_for__m1_num_coprime_judgement_prime_factorization,m1_num_coprime,서로소,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_coprime_judgement_prime_factorization,소인수분해로 서로소 판별하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,medium,4,2,4,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note; term_list,yes,yes,no,official_dual_source,yes,
m1_num_gcd__prerequisite_for__m1_num_coprime_judgement_prime_factorization,m1_num_gcd,최대공약수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_coprime_judgement_prime_factorization,소인수분해로 서로소 판별하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,medium,4,2,4,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note; term_list,yes,yes,no,official_dual_source,yes,
m1_num_gcd__prerequisite_for__m1_num_coprime,m1_num_gcd,최대공약수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_coprime,서로소,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,medium,2,1,2,curriculum_math_2022,achievement_standard; term_list,yes,no,no,official_single_source,yes,
m1_num_divisor__prerequisite_for__m1_num_gcd,m1_num_divisor,약수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_gcd,최대공약수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_multiple__prerequisite_for__m1_num_lcm,m1_num_multiple,배수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_lcm,최소공배수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_prime_factorization__prerequisite_for__m1_num_find_gcd_lcm_prime_factorization,m1_num_prime_factorization,소인수분해,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_find_gcd_lcm_prime_factorization,소인수분해로 최대공약수와 최소공배수 구하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_gcd__prerequisite_for__m1_num_find_gcd_lcm_prime_factorization,m1_num_gcd,최대공약수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_find_gcd_lcm_prime_factorization,소인수분해로 최대공약수와 최소공배수 구하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_lcm__prerequisite_for__m1_num_find_gcd_lcm_prime_factorization,m1_num_lcm,최소공배수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_find_gcd_lcm_prime_factorization,소인수분해로 최대공약수와 최소공배수 구하기,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,prerequisite_for,same_unit,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_negative_need__prerequisite_for__m1_num_negative_number,m1_num_negative_need,음수의 필요성,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_negative_number,음수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,prerequisite_for,same_unit,high,4,3,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context; term_list,yes,yes,no,official_dual_source,yes,
